Average_Trend,Average_Minus_Error,Average_Plus_Error,Extreme_Trend,Extreme_Minus_Error,Extreme_Plus_Error
0.15606792454304028,0.02814393566245324,0.02816890715307075,0.10739612270646465,0.03186367960464501,0.03221830145154893
