Average_Trend,Average_Minus_Error,Average_Plus_Error,Extreme_Trend,Extreme_Minus_Error,Extreme_Plus_Error
0.280102441185978,0.04509374637342834,0.043148998609092895,0.3059024524290742,0.06402376295420797,0.06101410331337916
