Average_Trend,Average_Minus_Error,Average_Plus_Error,Extreme_Trend,Extreme_Minus_Error,Extreme_Plus_Error
0.2636176919295472,0.04222081622305377,0.04175200611856534,0.30178926289238067,0.06538233109635933,0.06282954902718914
