date,actual,year,month
2017-06-01,19.948639,2017,6
2017-07-01,20.213226,2017,7
2017-08-01,18.952332,2017,8
2017-09-01,14.611542,2017,9
2017-10-01,13.2789,2017,10
2017-11-01,7.2574463,2017,11
2017-12-01,5.231903,2017,12
2018-01-01,7.3256836,2018,1
2018-02-01,1.3153992,2018,2
2018-03-01,6.6320496,2018,3
2018-04-01,12.898346,2018,4
2018-05-01,15.674164,2018,5
2018-06-01,18.78122,2018,6
2018-07-01,22.568634,2018,7
2018-08-01,20.472229,2018,8
2018-09-01,16.371796,2018,9
2018-10-01,12.964081,2018,10
2018-11-01,7.498474,2018,11
2018-12-01,6.5102844,2018,12
2019-01-01,3.6874084,2019,1
2019-02-01,6.4421387,2019,2
2019-03-01,8.928345,2019,3
2019-04-01,10.859375,2019,4
2019-05-01,12.838715,2019,5
2019-06-01,18.910675,2019,6
2019-07-01,21.240875,2019,7
2019-08-01,19.979767,2019,8
2019-09-01,16.350372,2019,9
2019-10-01,12.830292,2019,10
2019-11-01,7.543976,2019,11
2019-12-01,6.355438,2019,12
2020-01-01,6.064728,2020,1
2020-02-01,8.244659,2020,2
2020-03-01,7.9500732,2020,3
2020-04-01,13.638153,2020,4
2020-05-01,15.07074,2020,5
2020-06-01,17.509155,2020,6
2020-07-01,19.737946,2020,7
2020-08-01,21.243683,2020,8
2020-09-01,17.696228,2020,9
2020-10-01,11.931122,2020,10
2020-11-01,8.908966,2020,11
2020-12-01,6.266266,2020,12
2021-01-01,4.085663,2021,1
2021-02-01,6.178253,2021,2
2021-03-01,7.483551,2021,3
2021-04-01,8.572479,2021,4
2021-05-01,12.246796,2021,5
2021-06-01,18.814972,2021,6
2021-07-01,18.996948,2021,7
2021-08-01,17.950714,2021,8
2021-09-01,17.510895,2021,9
2021-10-01,11.582916,2021,10
2021-11-01,6.1006775,2021,11
2021-12-01,6.405304,2021,12
2022-01-01,4.212097,2022,1
2022-02-01,7.0322266,2022,2
2022-03-01,8.875885,2022,3
2022-04-01,10.633911,2022,4
2022-05-01,16.049713,2022,5
2022-06-01,18.833252,2022,6
2022-07-01,21.5596,2022,7
2022-08-01,22.032623,2022,8
2022-09-01,15.998627,2022,9
2022-10-01,15.157928,2022,10
2022-11-01,9.2135315,2022,11
2022-12-01,4.657715,2022,12
2023-01-01,5.745514,2023,1
2023-02-01,5.673279,2023,2
2023-03-01,8.746918,2023,3
2023-04-01,9.798523,2023,4
2023-05-01,14.598755,2023,5
2023-06-01,20.6008,2023,6
2023-07-01,19.901215,2023,7
2023-08-01,19.431183,2023,8
2023-09-01,19.725555,2023,9
2023-10-01,14.187866,2023,10
2023-11-01,8.79483,2023,11
2023-12-01,7.3978577,2023,12
2024-01-01,4.2238464,2024,1
2024-02-01,8.799347,2024,2
2024-03-01,9.284027,2024,3
2024-04-01,11.309418,2024,4
2024-05-01,14.651459,2024,5
2024-06-01,17.06958,2024,6
2024-07-01,19.87735,2024,7
2024-08-01,20.413605,2024,8
2024-09-01,15.507782,2024,9
2024-10-01,13.239349,2024,10
2024-11-01,7.8924255,2024,11
2024-12-01,5.768463,2024,12
2025-01-01,3.944397,2025,1
2025-02-01,4.7518616,2025,2
2025-03-01,8.378784,2025,3
2025-04-01,12.9444275,2025,4
2025-05-01,15.395905,2025,5
2025-06-01,20.866913,2025,6
2025-07-01,20.448639,2025,7
2025-08-01,20.214935,2025,8
2025-09-01,15.540619,2025,9
2025-10-01,12.31134,2025,10
2025-11-01,8.374908,2025,11
2025-12-01,6.481781,2025,12
2026-01-01,4.937042,2026,1
2026-02-01,8.675507,2026,2
2026-03-01,9.360504,2026,3
2026-04-01,12.713745,2026,4
2026-05-01,16.513397,2026,5
2026-06-01,21.97342,2026,6
2026-07-01,23.48523,2026,7
