Average_Trend,Average_Minus_Error,Average_Plus_Error,Extreme_Trend,Extreme_Minus_Error,Extreme_Plus_Error
0.15672570433247693,0.028891560202380862,0.028762608393898048,0.10835070094866898,0.03248935405982917,0.03185543291444791
