Average_Trend,Average_Minus_Error,Average_Plus_Error,Extreme_Trend,Extreme_Minus_Error,Extreme_Plus_Error
0.2739599594787845,0.05033750106981762,0.04758880319601167,0.2862865017929353,0.06433644562867762,0.06332341075763132
