Average_Trend,Average_Minus_Error,Average_Plus_Error,Extreme_Trend,Extreme_Minus_Error,Extreme_Plus_Error
0.09449847467728156,0.026887551094396975,0.025350084343151533,0.020459214966562573,0.04444980230254207,0.044033291349852836
