Average_Trend,Average_Minus_Error,Average_Plus_Error,Extreme_Trend,Extreme_Minus_Error,Extreme_Plus_Error
0.1005140699846325,0.026753086364670935,0.0259374624834095,0.02691733664325691,0.04623316005007479,0.0462428957027812
