date,actual,year,month
2018-06-01,30.064423,2018,6
2018-07-01,29.289337,2018,7
2018-08-01,28.82965,2018,8
2018-09-01,28.332733,2018,9
2018-10-01,25.3508,2018,10
2018-11-01,23.182068,2018,11
2018-12-01,18.943878,2018,12
2019-01-01,17.60733,2019,1
2019-02-01,21.965576,2019,2
2019-03-01,22.082642,2019,3
2019-04-01,26.978516,2019,4
2019-05-01,27.76059,2019,5
2019-06-01,31.105988,2019,6
2019-07-01,30.518219,2019,7
2019-08-01,29.29422,2019,8
2019-09-01,28.444122,2019,9
2019-10-01,25.644745,2019,10
2019-11-01,22.366241,2019,11
2019-12-01,18.316376,2019,12
2020-01-01,19.47293,2020,1
2020-02-01,19.564972,2020,2
2020-03-01,22.807495,2020,3
2020-04-01,22.210419,2020,4
2020-05-01,29.4516,2020,5
2020-06-01,31.401733,2020,6
2020-07-01,30.833649,2020,7
2020-08-01,28.95462,2020,8
2020-09-01,28.30365,2020,9
2020-10-01,23.997528,2020,10
2020-11-01,22.871857,2020,11
2020-12-01,17.40689,2020,12
2021-01-01,16.048553,2021,1
2021-02-01,20.320831,2021,2
2021-03-01,22.766754,2021,3
2021-04-01,25.443573,2021,4
2021-05-01,29.80539,2021,5
2021-06-01,30.96341,2021,6
2021-07-01,30.301636,2021,7
2021-08-01,30.134308,2021,8
2021-09-01,28.210114,2021,9
2021-10-01,24.205963,2021,10
2021-11-01,21.75888,2021,11
2021-12-01,18.280304,2021,12
2022-01-01,18.216003,2022,1
2022-02-01,15.030273,2022,2
2022-03-01,22.967682,2022,3
2022-04-01,24.268677,2022,4
2022-05-01,26.321198,2022,5
2022-06-01,30.56372,2022,6
2022-07-01,30.02835,2022,7
2022-08-01,29.16153,2022,8
2022-09-01,28.145111,2022,9
2022-10-01,25.079803,2022,10
2022-11-01,24.789703,2022,11
2022-12-01,16.909668,2022,12
2023-01-01,17.18106,2023,1
2023-02-01,20.409607,2023,2
2023-03-01,22.575043,2023,3
2023-04-01,25.212585,2023,4
2023-05-01,28.946411,2023,5
2023-06-01,29.868378,2023,6
2023-07-01,30.776215,2023,7
2023-08-01,29.30423,2023,8
2023-09-01,28.27829,2023,9
2023-10-01,26.83435,2023,10
2023-11-01,23.267487,2023,11
2023-12-01,19.194733,2023,12
2024-01-01,18.18869,2024,1
2024-02-01,19.537628,2024,2
2024-03-01,22.080902,2024,3
2024-04-01,28.266449,2024,4
2024-05-01,28.17099,2024,5
2024-06-01,30.448486,2024,6
2024-07-01,29.810944,2024,7
2024-08-01,29.847198,2024,8
2024-09-01,28.408173,2024,9
2024-10-01,26.303802,2024,10
2024-11-01,23.531097,2024,11
2024-12-01,18.465729,2024,12
2025-01-01,17.831116,2025,1
2025-02-01,17.367096,2025,2
2025-03-01,21.031128,2025,3
2025-04-01,25.338959,2025,4
2025-05-01,27.790436,2025,5
2025-06-01,29.851288,2025,6
2025-07-01,29.710358,2025,7
2025-08-01,29.11142,2025,8
2025-09-01,28.714447,2025,9
2025-10-01,26.131653,2025,10
2025-11-01,20.542877,2025,11
2025-12-01,20.46811,2025,12
2026-01-01,17.618683,2026,1
2026-02-01,20.968475,2026,2
2026-03-01,23.655426,2026,3
2026-04-01,27.436401,2026,4
2026-05-01,29.212616,2026,5
2026-06-01,30.871857,2026,6
2026-07-01,29.526245,2026,7
