Average_Trend,Average_Minus_Error,Average_Plus_Error,Extreme_Trend,Extreme_Minus_Error,Extreme_Plus_Error
0.1365498256681031,0.02703756994860018,0.027268318215314384,0.11212210805358369,0.03246039305941301,0.03280626279477785
