Parameter,Median,Lower_68CI,Upper_68CI,Minus_Error,Plus_Error
beta0,10.99816826594685,10.898734149522715,11.100441805584406,0.0994341164241348,0.10227353963755625
beta1,0.6225587884997053,0.5223329283026685,0.7184622307735854,0.10022586019703672,0.09590344227388015
psi,0.2817248822192173,0.16638243048436885,0.4077944784016081,0.11534245173484847,0.12606959618239078
sigma,0.6340983363089931,0.5856663805974347,0.690839111299101,0.04843195571155845,0.05674077499010788
